0,0,0,13,1
5,0,0,23,1
10,0,0,32,1
15,0,5,40,1
20,0,17,47,1
25,0,27,54,1
30,0,36,61,1
35,0,45,67,1
40,0,53,72,1
45,0,60,77,1
50,0,66,82,1
55,0,72,87,1
60,0,78,91,1
65,0,83,94,1
70,0,88,98,1
75,0,92,101,1
80,0,96,104,1
85,0,99,106,1
90,0,103,109,1
95,0,106,111,1
100,144,108,113,1
105,144,111,115,1
110,141,113,117,1
115,134,115,118,1
120,127,117,120,1
125,122,119,121,1
130,120,120,122,1
135,122,121,123,1
140,126,123,124,1
145,132,124,125,1
150,136,125,126,1
155,139,125,127,1
160,140,126,127,1
165,138,127,128,1
170,135,128,128,1
175,131,128,129,1
180,128,129,129,1
185,125,129,130,1
190,123,130,130,1
195,124,130,130,1
200,125,131,130,1
205,128,131,131,1
210,131,132,131,1
215,132,132,131,1
220,130,132,131,1
225,125,132,131,1
230,120,133,131,1
235,115,133,131,1
240,112,133,132,1
245,114,134,132,1
250,119,134,132,1
255,125,134,132,1
260,131,135,132,1
265,134,135,132,1
270,133,135,132,1
275,130,135,132,1
280,127,136,133,1
285,126,136,133,1
290,129,136,133,1
295,134,136,133,1
300,139,136,133,1
305,142,137,133,1
310,139,137,133,1
315,132,137,133,1
320,123,137,133,1
325,114,137,133,1
330,110,137,133,1
335,110,137,133,1
340,115,137,133,1
345,121,137,133,1
350,127,137,133,1
355,131,137,133,1
360,132,137,133,1
365,132,137,133,1
370,132,136,133,1
375,133,136,133,1
380,133,136,133,1
385,133,136,133,1
390,131,135,133,1
395,127,135,133,1
400,124,135,132,1
405,121,134,132,1
410,122,134,132,1
415,124,133,132,1
420,125,133,132,1
425,125,132,132,1
430,122,132,132,1
435,116,132,131,1
440,112,131,131,1
445,113,131,131,1
450,121,130,131,1
455,136,130,131,1
460,153,129,130,1
465,166,129,130,1
470,170,128,130,1
475,164,128,130,1
480,149,128,130,1
485,132,128,129,1
490,119,127,129,1
495,113,127,129,1
500,116,127,129,1
505,123,127,129,1
510,129,127,129,1
515,130,127,129,1
520,125,127,129,1
525,118,127,129,1
530,112,127,129,1
535,112,127,129,1
540,119,127,130,1
545,132,127,130,1
550,146,128,130,1
555,154,128,130,1
560,154,128,131,1
565,146,129,131,1
570,132,129,131,1
575,118,130,132,1
580,108,130,132,1
585,104,131,133,1
590,104,132,133,1
595,107,132,134,1
600,109,133,135,1
605,109,134,135,1
610,106,135,136,1
615,103,136,137,1
620,102,137,137,1
625,105,138,138,1
630,113,139,139,1
635,124,140,140,1
640,135,141,141,1
645,144,142,141,1
650,150,143,142,1
655,151,144,143,1
660,150,145,144,1
665,147,145,145,1
670,145,146,145,1
675,143,147,146,1
680,141,148,147,1
685,140,149,147,1
690,138,150,148,1
695,134,150,148,1
700,130,151,149,1
705,127,152,149,1
710,124,152,150,1
715,124,153,150,1
720,125,153,151,1
725,127,154,151,1
730,130,154,151,1
735,131,154,151,1
740,131,154,151,1
745,129,154,151,1
750,126,154,151,1
755,122,154,151,1
760,117,154,151,1
765,112,154,151,1
770,108,154,150,1
775,105,153,150,1
780,106,153,150,1
785,109,152,149,1
790,116,152,149,1
795,124,151,148,1
800,132,151,148,1
805,137,150,147,1
810,139,149,146,1
815,137,148,146,1
820,133,148,145,1
825,129,147,144,1
830,126,146,144,1
835,123,145,143,1
840,122,144,142,1
845,120,143,141,1
850,119,142,140,1
855,118,141,140,1
860,119,141,139,1
865,124,140,138,1
870,131,139,137,1
875,139,138,137,1
880,144,137,136,1
885,144,137,135,1
890,136,136,135,1
895,122,136,134,1
900,107,135,134,1
905,95,135,134,1
910,92,134,133,1
915,98,134,133,1
920,112,133,133,1
925,127,133,132,1
930,140,133,132,1
935,145,133,132,1
940,143,132,132,1
945,136,132,132,1
950,127,132,131,1
955,121,132,131,1
960,121,131,131,1
965,125,131,131,1
970,131,131,131,1
975,137,131,131,1
980,141,131,131,1
985,141,130,131,1
990,140,130,130,1
995,137,130,130,1
1000,136,130,130,1
1005,135,130,130,1
1010,136,130,130,1
1015,136,130,130,1
1020,136,129,130,1
1025,135,129,130,1
1030,134,129,130,1
1035,134,129,130,1
1040,134,129,130,1
1045,134,129,130,1
1050,133,129,130,1
1055,130,129,130,1
1060,125,129,130,1
1065,117,129,130,1
1070,108,128,130,1
1075,101,128,130,1
1080,96,128,130,1
1085,96,128,130,1
1090,99,128,130,1
1095,105,128,129,1
1100,112,128,129,1
1105,118,128,129,1
1110,120,128,129,1
1115,120,128,129,1
1120,118,128,129,1
1125,116,128,129,1
1130,117,128,129,1
1135,121,128,129,1
1140,127,128,129,1
1145,135,128,129,1
1150,141,128,129,1
1155,143,128,129,1
1160,141,128,129,1
1165,136,128,129,1
1170,130,128,129,1
1175,126,128,129,1
1180,126,128,129,1
1185,129,128,129,1
1190,132,128,129,1
1195,135,127,129,1
1200,135,127,129,1
1205,133,127,129,1
1210,129,127,129,1
1215,126,127,129,1
1220,126,127,129,1
1225,130,127,129,1
1230,135,127,128,1
1235,140,127,128,1
1240,141,127,128,1
1245,139,127,128,1
1250,132,127,128,1
1255,124,126,128,1
1260,118,126,128,1
1265,113,126,128,1
1270,112,126,128,1
1275,113,126,128,1
1280,114,126,128,1
1285,113,126,128,1
1290,111,126,128,1
1295,108,126,128,1
1300,106,126,128,1
1305,106,126,128,1
1310,108,126,128,1
1315,112,126,128,1
1320,117,126,128,1
1325,123,127,128,1
1330,128,127,128,1
1335,131,127,128,1
1340,134,127,128,1
1345,136,127,128,1
1350,137,127,128,1
1355,138,127,128,1
1360,138,127,128,1
1365,138,127,128,1
1370,137,128,128,1
1375,136,128,128,1
1380,136,128,128,1
1385,136,128,129,1
1390,136,128,129,1
1395,136,129,129,1
1400,135,129,129,1
1405,135,129,129,1
1410,134,129,129,1
1415,134,130,129,1
1420,134,130,129,1
1425,133,130,129,1
1430,131,130,129,1
1435,127,131,129,1
1440,121,131,129,1
1445,115,131,129,1
1450,110,131,129,1
1455,106,131,130,1
1460,105,132,130,1
1465,106,132,130,1
1470,107,132,130,1
1475,109,132,130,1
1480,110,132,130,1
1485,112,132,130,1
1490,115,132,130,1
1495,120,132,130,1
1500,129,133,130,1
1505,139,133,130,1
1510,148,133,130,1
1515,154,133,130,1
1520,155,133,130,1
1525,151,133,130,1
1530,144,133,130,1
1535,136,132,130,1
1540,130,132,131,1
1545,126,132,131,1
1550,125,132,130,1
1555,123,132,130,1
1560,120,132,130,1
1565,115,132,130,1
1570,108,131,130,1
1575,102,131,130,1
1580,101,131,130,1
1585,105,131,130,1
1590,115,131,130,1
1595,129,131,130,1
1600,141,130,130,1
1605,148,130,130,1
1610,149,130,130,1
1615,143,130,130,1
1620,135,130,130,1
1625,126,130,129,1
1630,122,130,129,1
1635,121,129,129,1
1640,125,129,129,1
1645,130,129,129,1
1650,134,129,129,1
1655,136,129,129,1
1660,136,129,129,1
1665,134,129,129,1
1670,134,129,129,1
1675,135,128,128,1
1680,138,128,128,1
1685,142,128,128,1
1690,144,128,128,1
1695,144,128,128,1
1700,141,128,128,1
1705,136,128,128,1
1710,131,128,128,1
1715,127,128,128,1
1720,125,128,127,1
1725,123,128,127,1
1730,122,128,127,1
1735,120,128,127,1
1740,116,127,127,1
1745,112,127,127,1
1750,108,127,127,1
1755,105,127,127,1
1760,104,127,127,1
1765,106,127,127,1
1770,110,127,127,1
1775,115,127,127,1
1780,121,127,127,1
1785,126,127,127,1
1790,128,127,127,1
1795,129,127,127,1
1800,128,127,127,1
1805,125,127,127,1
1810,122,127,127,1
1815,120,127,127,1
1820,120,127,127,1
1825,123,127,127,1
1830,128,127,127,1
1835,133,127,127,1
1840,139,127,127,1
1845,143,127,127,1
1850,145,127,127,1
1855,145,127,128,1
1860,143,127,128,1
1865,141,127,128,1
1870,140,127,128,1
1875,138,127,128,1
1880,136,127,128,1
1885,133,127,128,1
1890,129,127,129,1
1895,125,127,129,1
1900,120,127,129,1
1905,118,127,129,1
1910,117,127,129,1
1915,119,128,130,1
1920,122,128,130,1
1925,124,128,130,1
1930,125,128,130,1
1935,123,128,130,1
1940,120,128,131,1
1945,116,128,131,1
1950,112,128,131,1
1955,109,128,131,1
1960,109,128,131,1
1965,110,128,132,1
1970,114,128,132,1
1975,118,128,132,1
1980,123,128,132,1
1985,126,129,132,1
1990,129,128,132,1
1995,130,129,133,1
2000,129,129,133,1
2005,128,129,133,1
2010,126,129,133,1
2015,125,129,133,1
2020,124,129,133,1
2025,123,129,133,1
2030,121,129,133,1
2035,118,129,133,1
2040,115,129,134,1
2045,113,129,134,1
2050,112,129,134,1
2055,114,129,134,1
2060,120,130,134,1
2065,128,130,133,1
2070,137,130,133,1
2075,143,130,133,1
2080,144,131,133,1
2085,140,131,133,1
2090,133,132,133,1
2095,124,132,133,1
2100,117,132,133,1
2105,115,133,133,1
2110,119,133,133,1
2115,127,134,133,1
2120,137,134,132,1
2125,145,135,132,1
2130,148,136,132,1
2135,147,136,132,1
2140,141,137,132,1
2145,132,137,132,1
2150,124,138,132,1
2155,118,138,132,1
2160,115,139,132,1
2165,114,139,132,1
2170,116,140,132,1
2175,118,140,132,1
2180,120,141,132,1
2185,122,142,132,1
2190,124,142,132,1
2195,127,143,132,1
2200,131,143,131,1
2205,135,143,131,1
2210,138,144,131,1
2215,139,144,131,1
2220,137,144,131,1
2225,133,144,131,1
2230,129,144,132,1
2235,124,144,132,1
2240,121,144,132,1
2245,121,144,132,1
2250,122,144,132,1
2255,125,144,132,1
2260,127,144,132,1
2265,128,144,132,1
2270,129,144,132,1
2275,129,143,132,1
2280,129,143,133,1
2285,130,143,133,1
2290,131,143,133,1
2295,132,142,133,1
2300,132,142,134,1
2305,130,142,134,1
2310,128,142,134,1
2315,126,142,135,1
2320,124,141,135,1
2325,123,141,136,1
2330,123,141,136,1
2335,122,141,137,1
2340,121,141,138,1
2345,119,141,139,1
2350,116,141,139,1
2355,115,141,140,1
2360,115,141,141,1
2365,117,141,142,1
2370,121,141,143,1
2375,124,141,144,1
2380,127,141,144,1
2385,129,141,145,1
2390,130,142,146,1
2395,129,142,147,1
2400,129,142,148,1
2405,129,142,148,1
2410,128,142,148,1
2415,126,143,149,1
2420,124,143,149,1
2425,122,143,149,1
2430,121,144,149,1
2435,123,145,149,1
2440,128,146,149,1
2445,135,146,149,1
2450,141,146,149,1
2455,145,147,149,1
2460,145,147,149,1
2465,141,147,149,1
2470,135,148,149,1
2475,129,148,149,1
2480,125,149,149,1
2485,125,150,149,1
2490,127,150,149,1
2495,129,151,148,1
2500,128,152,148,1
2505,124,153,148,1
2510,118,153,148,1
2515,111,154,147,1
2520,106,154,147,1
2525,105,155,146,1
2530,107,156,146,1
2535,113,156,146,1
2540,120,157,145,1
2545,127,157,145,1
2550,132,158,144,1
2555,136,159,144,1
2560,137,159,144,1
2565,136,160,144,1
2570,135,160,143,1
2575,132,160,143,1
2580,130,160,143,1
2585,127,160,143,1
2590,126,160,142,1
2595,125,161,142,1
2600,125,160,142,1
2605,125,159,142,1
2610,124,159,141,1
2615,124,159,141,1
2620,123,158,141,1
2625,123,157,141,1
2630,125,156,140,1
2635,129,156,141,1
2640,135,155,141,1
2645,143,154,142,1
2650,150,153,142,1
2655,154,152,143,1
2660,153,151,143,1
2665,148,150,144,1
2670,138,149,145,1
2675,126,149,145,1
2680,114,148,146,1
2685,104,147,147,1
2690,99,146,148,1
2695,99,145,149,1
2700,105,145,150,1
2705,113,145,151,1
2710,121,144,152,1
2715,126,143,153,1
2720,126,144,154,1
2725,122,144,155,1
2730,115,144,157,1
2735,109,145,158,1
2740,105,147,159,1
2745,108,148,161,1
2750,115,150,162,1
2755,126,152,164,1
2760,135,154,166,1
2765,141,158,167,1
2770,141,162,169,1
2775,137,165,170,1
2780,131,169,171,1
2785,126,173,173,1
2790,125,178,174,1
2795,129,183,176,1
2800,137,188,178,1
2805,145,193,179,1
2810,150,198,179,1
2815,150,203,180,1
2820,146,208,180,1
2825,137,212,181,1
2830,128,217,181,1
2835,120,222,181,1
2840,116,227,181,1
2845,115,232,182,1
2850,117,236,182,1
2855,120,240,182,1
2860,121,244,183,1
2865,122,249,183,1
2870,121,252,182,1
2875,119,255,182,1
2880,117,255,182,1
2885,115,255,182,1
2890,114,255,182,1
2895,114,255,181,1
2900,113,255,180,1
2905,113,255,180,1
2910,114,255,181,1
2915,117,255,180,1
2920,121,255,180,1
2925,128,255,180,1
2930,135,255,180,1
2935,142,255,179,1
2940,147,255,179,1
2945,149,255,179,1
2950,150,255,178,1
2955,148,255,178,1
2960,147,255,178,1
2965,146,255,177,1
2970,146,255,176,1
2975,146,255,176,1
2980,147,255,176,1
2985,145,252,175,1
2990,142,248,175,1
2995,137,244,175,1
3000,131,240,174,1
3005,127,236,174,1
3010,124,232,175,1
3015,123,227,175,1
3020,123,224,175,1
3025,124,219,175,1
